MinTemp,MaxTemp,WindGustDir,WindGustSpeed,Humidity,Temp,Pressure,RainTomorrow
19.6,32.4,NNE,39.0,65.0,44.0,1015.1,No
23.0,34.0,N,39.0,72.0,45.0,1016.2,No
23.9,34.8,N,43.0,71.0,43.0,1016.1,No
25.6,33.1,ENE,59.0,66.0,44.0,1014.6,No
23.4,35.0,NE,44.0,47.0,38.0,1016.0,No
24.0,35.2,NW,41.0,55.0,43.0,1015.8,No
23.9,33.9,N,39.0,68.0,43.0,1014.9,No
23.8,33.9,NNE,44.0,63.0,44.0,1012.4,No
23.8,33.1,NW,33.0,66.0,49.0,1013.7,No
24.6,32.9,N,31.0,59.0,44.0,1013.5,No
23.5,34.0,NE,41.0,73.0,48.0,1012.7,Yes
25.0,35.5,NNE,39.0,70.0,41.0,1012.7,No
25.4,34.7,N,30.0,75.0,39.0,1011.9,No
23.7,34.7,ESE,37.0,82.0,35.0,1012.7,No
24.8,35.8,E,41.0,40.0,26.0,1013.3,No
26.3,36.2,E,44.0,60.0,31.0,1014.1,No
25.7,37.5,E,50.0,64.0,16.0,1014.8,Yes
22.8,34.3,NE,56.0,66.0,35.0,1014.1,No
24.6,34.2,SE,56.0,72.0,47.0,1011.9,Yes
25.1,35.2,NNE,39.0,59.0,34.0,1010.5,No
26.3,34.0,NNE,39.0,66.0,48.0,1012.1,No
24.3,34.5,E,44.0,68.0,43.0,1012.4,Yes
23.1,33.3,SE,43.0,64.0,45.0,1013.3,No
25.0,34.9,ESE,39.0,60.0,32.0,1011.6,No
24.6,34.2,NW,26.0,72.0,47.0,1010.3,No
24.9,33.3,NW,31.0,75.0,47.0,1008.9,No
25.9,34.4,WNW,33.0,78.0,30.0,1012.1,No
26.0,34.6,ESE,28.0,76.0,49.0,1007.6,No
25.8,33.1,ESE,30.0,51.0,40.0,1010.3,No
23.9,34.1,E,31.0,49.0,31.0,1011.4,No
25.9,34.2,ESE,33.0,75.0,40.0,1011.1,No
24.6,33.1,NNE,37.0,83.0,48.0,1013.0,No
25.2,33.5,ENE,37.0,70.0,46.0,1013.1,Yes
23.8,33.4,ESE,28.0,70.0,46.0,1012.5,No
24.3,33.6,WNW,26.0,83.0,43.0,1011.9,No
24.4,34.1,ESE,35.0,79.0,38.0,1012.3,No
24.1,33.7,E,35.0,80.0,44.0,1011.7,No
22.4,31.2,ESE,35.0,46.0,36.0,1013.1,No
21.6,32.1,E,22.0,55.0,47.0,1014.1,No
23.6,32.7,ENE,30.0,75.0,48.0,1013.9,No
24.3,32.7,E,43.0,74.0,40.0,1014.8,No
22.9,33.4,ESE,35.0,57.0,32.0,1014.6,No
23.1,33.5,ESE,33.0,68.0,43.0,1015.1,No
23.9,33.7,E,39.0,72.0,34.0,1014.8,No
22.4,33.0,E,44.0,57.0,38.0,1013.5,No
22.4,33.2,ESE,46.0,55.0,26.0,1013.8,No
21.3,32.6,E,44.0,44.0,20.0,1014.5,No
20.4,32.3,E,41.0,39.0,24.0,1014.6,No
21.4,32.4,ENE,30.0,47.0,43.0,1012.8,No
23.0,32.7,E,43.0,64.0,23.0,1013.2,No
20.5,31.4,E,33.0,46.0,40.0,1013.3,No
22.1,31.8,ENE,24.0,78.0,49.0,1013.1,No
24.0,33.5,S,22.0,71.0,45.0,1012.7,No
23.5,34.7,E,28.0,64.0,28.0,1011.9,No
21.7,33.9,E,24.0,64.0,48.0,1011.0,No
24.0,34.5,E,41.0,71.0,32.0,1013.3,No
22.5,34.2,ESE,46.0,60.0,24.0,1013.4,No
22.4,33.1,ENE,46.0,60.0,38.0,1013.3,No
24.3,31.9,ESE,50.0,48.0,38.0,1013.3,No
23.5,33.3,E,43.0,59.0,21.0,1013.4,No
22.4,32.2,E,39.0,56.0,31.0,1013.1,No
24.1,32.6,E,52.0,48.0,31.0,1013.3,No
22.5,32.3,SE,48.0,52.0,25.0,1014.9,No
20.4,31.4,ESE,52.0,31.0,16.0,1015.7,No
21.9,31.6,ESE,43.0,25.0,18.0,1015.8,No
21.6,32.0,ESE,43.0,34.0,33.0,1014.9,No
22.7,31.6,ESE,43.0,42.0,37.0,1015.5,No
22.4,31.4,E,43.0,59.0,40.0,1013.9,No
23.3,32.4,E,43.0,66.0,32.0,1014.5,No
20.6,31.8,E,46.0,45.0,26.0,1016.1,No
20.0,30.4,ESE,43.0,48.0,38.0,1016.2,No
19.2,29.4,E,54.0,43.0,28.0,1016.2,No
20.6,29.4,E,46.0,46.0,26.0,1016.5,No
18.7,29.4,ESE,48.0,29.0,24.0,1017.1,No
19.0,29.4,E,46.0,31.0,24.0,1017.3,No
17.2,29.1,ESE,44.0,41.0,21.0,1017.6,No
18.3,29.8,ESE,41.0,43.0,24.0,1016.7,No
16.9,30.3,E,33.0,41.0,43.0,1016.6,No
19.0,30.9,E,41.0,43.0,27.0,1015.8,No
18.9,31.1,ESE,31.0,52.0,29.0,1014.7,No
20.2,32.1,E,31.0,51.0,35.0,1014.5,No
20.0,33.1,E,43.0,70.0,33.0,1014.6,No
21.9,33.0,E,44.0,43.0,28.0,1014.6,No
19.3,33.4,ENE,35.0,63.0,32.0,1013.9,No
21.2,32.6,E,37.0,56.0,28.0,1014.6,No
20.7,32.8,E,33.0,46.0,23.0,1015.3,No
20.2,31.7,ENE,30.0,73.0,32.0,1013.9,No
24.7,34.6,WNW,43.0,74.0,49.0,1008.5,No
,35.9,NNE,46.0,,49.0,1008.0,No
24.5,35.7,NW,26.0,81.0,49.0,1008.4,No
23.9,34.8,SSW,20.0,87.0,47.0,1008.2,No
23.2,37.3,NE,59.0,78.0,48.0,1007.8,No
25.1,37.5,E,74.0,77.0,47.0,1011.2,No
23.0,36.8,ENE,24.0,75.0,38.0,1011.4,No
22.9,37.0,WNW,22.0,74.0,40.0,1011.1,No
22.6,37.0,NE,35.0,67.0,41.0,1011.2,No
24.8,37.5,SE,22.0,65.0,35.0,1012.3,No
23.8,36.5,NE,28.0,66.0,43.0,1011.5,No
22.9,34.3,NE,59.0,64.0,48.0,1011.2,No
23.6,34.6,ENE,33.0,78.0,48.0,1010.9,No
21.6,34.3,E,46.0,74.0,43.0,1011.0,No
21.8,35.2,E,35.0,81.0,36.0,1011.7,No
20.6,34.3,ESE,44.0,53.0,30.0,1009.8,No
18.2,33.8,SSE,37.0,44.0,32.0,1009.7,No
17.2,33.4,SSE,41.0,62.0,31.0,1011.5,No
16.3,33.4,ESE,31.0,66.0,36.0,1012.3,No
19.3,34.8,E,26.0,69.0,36.0,1011.2,No
21.2,35.4,S,30.0,71.0,37.0,1009.4,No
20.4,36.0,SSE,24.0,76.0,29.0,1010.6,No
19.0,36.3,SE,33.0,,25.0,1013.0,No
18.8,36.4,E,24.0,58.0,27.0,1012.8,No
19.5,36.3,,,72.0,34.0,1012.5,No
18.8,35.4,SE,41.0,69.0,32.0,1014.7,No
18.4,34.1,E,33.0,63.0,35.0,1014.9,No
15.5,34.2,E,41.0,54.0,30.0,1014.9,No
16.3,35.0,ESE,48.0,67.0,31.0,1013.1,No
21.1,35.5,SE,44.0,64.0,38.0,1011.8,No
21.2,35.9,E,44.0,70.0,45.0,1013.0,No
21.5,35.3,E,46.0,78.0,37.0,1014.3,No
21.1,34.9,ESE,35.0,71.0,32.0,1013.4,No
20.5,35.3,ESE,37.0,72.0,27.0,1011.9,No
18.9,34.3,ESE,37.0,63.0,34.0,1012.1,No
15.7,33.7,ESE,43.0,71.0,40.0,1013.1,No
19.4,34.1,ESE,41.0,72.0,34.0,1013.8,No
21.4,34.9,ENE,37.0,80.0,44.0,1013.5,No
25.3,33.9,ENE,43.0,75.0,43.0,1013.2,No
19.5,34.6,SE,33.0,70.0,36.0,1012.8,No
20.3,33.6,SSE,31.0,75.0,46.0,1013.8,No
20.3,33.4,SE,37.0,61.0,45.0,1012.9,No
19.6,32.9,E,33.0,68.0,46.0,1012.1,No
22.6,35.5,NE,33.0,77.0,41.0,1013.1,No
23.2,34.9,W,24.0,77.0,49.0,1013.1,No
20.4,27.9,SE,50.0,42.0,25.0,1016.5,No
14.8,27.1,ESE,50.0,44.0,31.0,1017.0,No
10.9,28.9,ESE,44.0,49.0,30.0,1016.0,No
16.9,31.1,E,44.0,42.0,31.0,1014.8,No
17.1,32.0,ESE,37.0,37.0,43.0,1014.9,No
,33.6,ESE,43.0,66.0,37.0,1014.5,No
17.1,33.3,E,50.0,62.0,32.0,1013.5,No
,32.6,E,50.0,63.0,40.0,1012.9,No
17.3,34.9,ESE,41.0,60.0,32.0,1011.6,No
10.2,29.4,E,35.0,,22.0,1013.9,No
15.5,30.1,ESE,37.0,38.0,32.0,1017.9,No
14.1,31.4,E,33.0,58.0,29.0,1017.5,No
13.6,33.5,NNE,31.0,47.0,26.0,1015.1,No
15.9,33.5,NE,24.0,61.0,33.0,1013.6,No
15.4,33.2,E,35.0,51.0,16.0,1014.1,No
15.7,32.0,E,44.0,49.0,21.0,1017.2,No
16.0,29.2,SE,48.0,35.0,28.0,1019.9,No
9.4,26.6,E,54.0,34.0,15.0,1019.0,No
7.9,28.3,ESE,41.0,63.0,25.0,1017.4,No
11.9,30.6,ESE,28.0,70.0,37.0,1015.4,No
15.4,32.4,SE,39.0,64.0,35.0,1015.5,No
20.1,32.9,E,41.0,40.0,36.0,1015.7,No
18.6,32.9,ESE,48.0,70.0,30.0,1016.7,No
21.1,32.7,E,48.0,61.0,45.0,1016.0,No
12.9,32.1,ENE,41.0,61.0,22.0,1014.8,No
15.3,32.6,NW,24.0,61.0,35.0,1014.0,No
16.8,33.6,E,28.0,68.0,29.0,1013.7,No
15.4,33.3,ESE,39.0,56.0,27.0,1013.2,No
14.9,27.4,SE,50.0,21.0,14.0,1020.2,No
7.2,27.9,E,48.0,22.0,10.0,1019.4,No
5.2,29.7,E,39.0,47.0,25.0,1017.6,No
9.9,32.3,NNE,35.0,40.0,30.0,1016.4,No
13.2,32.6,SE,46.0,58.0,29.0,1014.7,No
13.4,31.5,ESE,46.0,,21.0,1015.5,No
11.1,30.5,SE,48.0,21.0,12.0,1018.6,No
9.5,31.0,ESE,43.0,48.0,13.0,1017.1,No
8.9,31.6,ESE,41.0,49.0,10.0,1017.4,No
8.5,31.5,SE,43.0,49.0,16.0,1016.5,No
7.9,32.1,E,43.0,39.0,13.0,1016.0,No
11.3,34.6,ESE,35.0,64.0,16.0,1014.4,No
15.2,36.1,E,26.0,67.0,20.0,1015.5,No
18.5,35.7,WNW,26.0,67.0,31.0,1014.8,No
18.5,35.7,ENE,28.0,62.0,26.0,1014.1,No
16.9,35.6,ESE,41.0,55.0,24.0,1015.6,No
18.1,37.0,E,31.0,62.0,23.0,1013.7,No
20.6,33.3,SSE,31.0,56.0,38.0,1015.3,No
16.4,32.4,ESE,46.0,22.0,10.0,1017.6,No
11.8,31.3,ESE,44.0,44.0,10.0,1018.8,No
8.4,32.6,SE,39.0,35.0,30.0,1018.1,No
14.4,35.0,E,28.0,59.0,18.0,1016.5,No
16.0,35.8,ENE,33.0,55.0,23.0,1016.1,No
18.3,35.6,ESE,26.0,69.0,29.0,1016.3,No
18.5,37.2,ESE,54.0,59.0,21.0,1016.5,No
15.3,34.6,ENE,52.0,45.0,23.0,1017.9,No
16.7,34.5,E,50.0,64.0,25.0,1017.4,No
17.2,33.6,E,59.0,60.0,27.0,1017.1,No
15.7,33.2,E,59.0,63.0,27.0,1017.1,No
15.2,33.7,ENE,41.0,49.0,27.0,1016.9,No
17.9,34.9,SE,35.0,45.0,21.0,1016.7,No
23.4,35.5,SSE,31.0,50.0,24.0,1016.1,No
20.8,36.0,N,28.0,73.0,32.0,1013.8,No
21.4,37.9,E,30.0,63.0,21.0,1015.4,No
22.6,37.6,NW,26.0,54.0,28.0,1014.5,No
22.5,38.2,NW,30.0,70.0,24.0,1013.1,No
25.4,37.7,WNW,28.0,66.0,47.0,1013.1,No
23.9,38.0,NW,33.0,66.0,27.0,1011.8,No
26.6,38.0,NE,41.0,65.0,35.0,1011.3,No
26.1,36.3,NNW,50.0,59.0,40.0,1010.0,No
23.9,38.0,NW,28.0,68.0,32.0,1010.9,No
25.1,39.4,NW,33.0,39.0,22.0,1011.1,No
25.4,33.6,W,33.0,65.0,47.0,1013.4,No
21.7,39.0,ENE,39.0,54.0,24.0,1012.6,No
24.0,38.9,N,33.0,50.0,20.0,1013.4,No
23.2,38.9,E,30.0,54.0,24.0,1014.1,No
21.2,37.9,WNW,28.0,56.0,31.0,1012.7,No
22.5,38.1,E,39.0,61.0,34.0,1013.1,No
19.3,39.0,ENE,44.0,62.0,25.0,1013.0,No
21.0,39.5,ENE,39.0,61.0,25.0,1014.5,No
21.6,40.1,SE,35.0,55.0,23.0,1013.9,No
26.9,38.4,SE,67.0,63.0,36.0,1014.0,No
20.9,38.1,ESE,43.0,36.0,13.0,1014.0,No
18.9,38.5,WSW,26.0,56.0,13.0,1012.4,No
24.8,39.0,NNE,43.0,48.0,21.0,1011.2,No
27.2,39.6,NNW,35.0,62.0,33.0,1012.1,No
25.9,41.5,N,33.0,39.0,21.0,1012.7,No
26.9,40.7,ENE,31.0,35.0,21.0,1012.4,No
24.6,39.5,SE,31.0,52.0,21.0,1011.8,No
24.1,40.1,SE,41.0,47.0,17.0,1011.8,No
26.4,40.8,E,48.0,57.0,23.0,1011.1,No
23.5,35.5,NNE,48.0,64.0,37.0,1015.0,Yes
25.2,,NNE,33.0,67.0,30.0,1013.5,No
23.5,39.8,ENE,43.0,57.0,29.0,1013.1,No
25.0,39.6,SE,37.0,56.0,30.0,1012.0,No
27.6,37.9,NW,31.0,66.0,48.0,1011.3,No
24.7,39.3,ESE,39.0,63.0,38.0,1011.8,No
26.2,39.5,ESE,46.0,25.0,18.0,1013.9,No
23.0,41.3,ENE,44.0,48.0,8.0,1014.1,No
28.1,40.5,E,37.0,60.0,38.0,1013.7,No
24.9,39.0,NE,37.0,58.0,23.0,1013.4,No
25.0,39.5,ESE,33.0,62.0,26.0,1013.9,No
25.6,39.6,SSW,37.0,53.0,27.0,1013.2,No
24.4,40.9,ENE,46.0,55.0,16.0,1012.7,No
26.9,,NE,33.0,60.0,21.0,1011.9,No
,,ESE,59.0,,32.0,1012.1,No
,41.0,ENE,44.0,,24.0,1012.2,No
23.4,40.3,ENE,43.0,65.0,21.0,1012.2,No
25.0,40.3,E,30.0,62.0,26.0,1011.0,No
27.6,39.8,NNW,33.0,62.0,32.0,1010.6,No
27.7,40.8,NNW,33.0,56.0,26.0,1010.2,No
26.4,39.4,SE,44.0,58.0,38.0,1010.4,Yes
24.4,38.6,SW,44.0,70.0,45.0,1009.1,Yes
24.2,39.5,ESE,50.0,69.0,25.0,1008.8,No
24.5,37.8,ENE,48.0,69.0,37.0,1010.8,No
26.7,40.0,NNW,39.0,64.0,23.0,1008.7,No
27.4,40.4,S,72.0,64.0,31.0,1007.9,Yes
25.5,38.4,NE,46.0,71.0,37.0,1008.4,No
24.2,37.6,NNE,39.0,70.0,35.0,1007.7,No
25.3,35.5,NNE,72.0,78.0,47.0,1007.9,No
24.1,37.4,SSE,94.0,73.0,41.0,1008.2,Yes
22.7,36.9,NNW,37.0,75.0,48.0,1009.6,Yes
24.5,37.0,W,37.0,78.0,43.0,1008.5,Yes
23.1,35.7,ESE,37.0,78.0,42.0,1009.7,No
25.7,36.5,NW,22.0,76.0,43.0,1009.7,No
25.6,38.7,WNW,28.0,69.0,41.0,1007.8,No
25.8,38.4,WSW,26.0,80.0,48.0,1008.1,No
25.9,38.8,NE,41.0,80.0,39.0,1009.7,No
25.5,38.7,NE,57.0,64.0,32.0,1008.5,No
23.8,37.5,,,72.0,34.0,1009.8,No
,37.0,SE,31.0,73.0,45.0,1010.3,No
24.6,36.9,NNE,41.0,67.0,43.0,1007.9,No
24.9,37.5,SE,30.0,74.0,48.0,1009.1,No
20.5,38.2,ESE,37.0,46.0,17.0,1007.7,No
20.3,40.0,SE,28.0,45.0,46.0,1006.0,No
20.0,40.6,E,54.0,96.0,24.0,1006.0,No
22.9,35.1,SE,57.0,77.0,46.0,1006.9,Yes
24.1,34.6,ENE,54.0,78.0,46.0,1006.0,Yes
19.6,34.5,ESE,33.0,82.0,45.0,1009.7,No
20.0,35.3,ENE,24.0,74.0,32.0,1009.3,No
22.1,34.6,WNW,26.0,61.0,47.0,1009.7,No
23.3,34.8,NW,31.0,75.0,49.0,1009.6,No
23.1,32.6,NW,44.0,85.0,39.0,1010.1,Yes
24.6,34.6,SE,43.0,73.0,46.0,1010.4,No
24.1,35.2,ESE,39.0,83.0,44.0,1009.4,No
23.7,36.0,SSE,31.0,75.0,39.0,1010.6,No
24.4,35.7,SSE,26.0,67.0,46.0,1012.0,No
20.9,36.5,,,61.0,29.0,1012.8,No
21.9,36.4,E,50.0,62.0,41.0,1012.8,No
21.8,37.0,ESE,44.0,70.0,35.0,1012.5,No
23.2,37.5,E,41.0,66.0,34.0,1010.5,No
21.3,37.9,ENE,31.0,74.0,32.0,1009.8,No
23.2,37.7,E,33.0,57.0,32.0,1009.7,No
23.9,36.7,E,39.0,75.0,46.0,1010.9,No
23.7,36.1,SE,65.0,69.0,47.0,1010.5,Yes
22.5,36.5,E,39.0,76.0,31.0,1010.8,No
19.6,35.7,E,35.0,50.0,21.0,1012.0,No
15.5,34.6,SSE,39.0,45.0,27.0,1012.2,No
14.9,35.7,ESE,33.0,52.0,47.0,1012.8,No
19.9,36.6,E,35.0,57.0,42.0,1012.7,No
24.4,38.2,ENE,24.0,66.0,38.0,1012.6,Yes
24.3,37.3,SE,39.0,82.0,40.0,1012.7,No
24.5,38.1,SE,33.0,74.0,33.0,1011.1,No
24.4,37.2,E,33.0,71.0,39.0,1010.0,No
23.7,37.1,SE,31.0,76.0,39.0,1011.8,No
22.6,36.8,ESE,30.0,71.0,38.0,1011.4,No
20.9,37.0,E,30.0,64.0,31.0,1011.5,No
24.4,37.4,N,20.0,70.0,35.0,1010.7,No
24.4,36.8,SE,31.0,77.0,38.0,1008.5,No
23.5,34.0,ENE,28.0,58.0,47.0,1009.4,No
20.5,36.0,ESE,31.0,51.0,34.0,1010.9,No
23.6,35.3,ENE,59.0,73.0,44.0,1012.5,No
22.0,35.2,E,41.0,66.0,43.0,1012.6,Yes
20.9,34.9,ESE,43.0,82.0,37.0,1011.7,No
20.7,35.9,SSE,41.0,85.0,39.0,1012.5,No
21.1,36.2,SE,41.0,83.0,34.0,1010.5,No
21.7,34.4,SSE,35.0,67.0,40.0,1009.3,No
21.4,34.7,SSE,41.0,73.0,43.0,1009.9,No
23.7,34.0,ESE,33.0,86.0,48.0,1013.2,No
22.8,36.0,ESE,35.0,45.0,39.0,1012.4,No
21.4,37.4,E,43.0,70.0,37.0,1012.6,No
22.0,36.1,SSE,35.0,61.0,30.0,1014.1,No
21.7,36.2,S,24.0,63.0,34.0,1014.3,No
17.4,34.3,SE,46.0,77.0,35.0,1015.1,No
17.6,34.4,E,41.0,60.0,31.0,1013.6,No
18.6,34.0,ESE,44.0,74.0,36.0,1013.7,No
19.9,34.8,E,43.0,75.0,35.0,1014.5,No
20.4,34.3,E,35.0,76.0,38.0,1014.5,No
22.6,32.7,E,41.0,67.0,35.0,1014.8,No
20.4,33.7,ESE,39.0,66.0,33.0,1014.9,No
19.7,34.0,SSE,43.0,65.0,31.0,1013.6,No
19.5,34.2,ENE,35.0,67.0,32.0,1014.2,No
19.8,35.0,E,41.0,70.0,28.0,1015.3,No
16.1,34.8,E,50.0,57.0,25.0,1015.7,No
16.0,37.0,ESE,50.0,61.0,18.0,1015.5,No
21.1,35.2,ENE,39.0,65.0,30.0,1015.6,No
19.2,34.0,E,33.0,73.0,32.0,1015.4,No
16.9,32.8,ENE,39.0,72.0,34.0,1014.8,No
20.0,34.3,E,35.0,74.0,31.0,1014.4,No
18.6,34.5,E,41.0,66.0,36.0,1013.3,No
20.1,33.4,SE,30.0,77.0,36.0,1014.2,No
17.0,33.5,ESE,44.0,87.0,29.0,1014.1,No
20.9,34.0,ESE,46.0,40.0,30.0,1013.4,No
18.9,30.2,ESE,50.0,39.0,26.0,1016.0,No
15.0,29.5,E,46.0,33.0,23.0,1016.0,No
10.6,31.5,SE,22.0,84.0,26.0,1011.3,No
12.8,33.2,SSW,24.0,58.0,29.0,1012.7,No
17.3,28.9,SSE,39.0,58.0,45.0,1016.2,No
15.3,26.7,SE,46.0,36.0,24.0,1018.3,No
11.2,26.9,E,37.0,42.0,23.0,1018.7,No
9.7,28.5,ESE,46.0,40.0,26.0,1018.7,No
15.4,32.8,ESE,39.0,50.0,37.0,1016.7,No
19.4,33.1,E,43.0,67.0,40.0,1015.7,No
16.3,31.2,E,43.0,72.0,23.0,1018.6,No
10.7,29.1,ESE,37.0,36.0,19.0,1019.7,No
10.2,30.8,ESE,31.0,62.0,31.0,1017.3,No
12.5,31.5,S,35.0,54.0,30.0,1016.2,No
13.9,29.7,ESE,41.0,30.0,46.0,1017.4,No
8.0,26.9,ESE,52.0,37.0,21.0,1020.7,No
8.9,27.2,ESE,44.0,40.0,16.0,1021.3,No
7.6,27.5,E,37.0,42.0,16.0,1019.8,No
8.4,28.7,,,75.0,41.0,1017.0,No
9.6,31.4,,,61.0,26.0,1014.7,No
10.7,31.4,SE,30.0,51.0,19.0,1015.2,No
14.4,32.0,NE,35.0,56.0,31.0,1015.6,No
16.5,31.7,ENE,35.0,69.0,39.0,1016.0,No
16.0,32.8,SE,39.0,71.0,32.0,1016.8,No
11.5,30.8,ESE,30.0,41.0,20.0,1018.6,No
11.4,33.0,ESE,43.0,73.0,29.0,1019.2,No
16.8,34.2,SSE,31.0,50.0,23.0,1017.3,No
17.2,34.0,SE,35.0,53.0,31.0,1016.4,No
16.5,32.4,ESE,39.0,31.0,19.0,1019.0,No
14.2,31.2,SE,43.0,,13.0,1020.8,No
15.1,33.1,ESE,44.0,,26.0,1019.0,No
12.5,31.1,ESE,44.0,22.0,26.0,1018.4,No
12.2,31.2,ESE,43.0,49.0,26.0,1018.0,No
9.1,35.5,ESE,39.0,37.0,13.0,1019.5,No
14.8,33.1,E,43.0,33.0,14.0,1017.9,No
11.1,32.1,E,46.0,,17.0,1017.1,No
11.5,32.0,E,50.0,74.0,20.0,1017.1,No
9.7,31.9,E,44.0,40.0,9.0,1017.2,No
11.1,31.6,ESE,44.0,35.0,14.0,1017.4,No
10.5,32.8,SE,41.0,29.0,15.0,1017.2,No
11.9,34.0,ESE,35.0,40.0,17.0,1016.4,No
13.0,36.0,ESE,50.0,38.0,12.0,1016.3,No
13.6,34.7,SSE,39.0,38.0,11.0,1015.5,No
11.0,35.2,E,30.0,44.0,47.0,1014.8,No
15.3,36.8,ENE,43.0,56.0,14.0,1016.9,No
15.3,36.2,WNW,31.0,55.0,15.0,1017.3,No
17.0,37.0,SE,33.0,59.0,18.0,1016.6,No
17.8,36.5,E,30.0,45.0,18.0,1014.9,No
18.7,38.0,NNE,39.0,73.0,18.0,1015.0,No
18.3,37.1,ESE,39.0,50.0,22.0,1016.4,No
20.7,36.8,SE,54.0,52.0,14.0,1016.7,No
15.2,36.1,ENE,43.0,36.0,9.0,1015.1,No
17.0,36.4,SE,35.0,33.0,14.0,1014.2,No
19.1,36.8,ENE,37.0,60.0,26.0,1014.4,No
17.8,36.6,E,43.0,55.0,18.0,1015.5,No
17.3,37.0,E,48.0,62.0,13.0,1017.3,No
16.8,38.0,ENE,54.0,55.0,11.0,1016.6,No
16.7,39.0,E,46.0,44.0,10.0,1015.6,No
16.1,39.1,SE,46.0,47.0,11.0,1015.3,No
19.5,36.2,NNE,43.0,47.0,37.0,1016.4,No
18.0,37.2,NW,37.0,55.0,24.0,1013.9,No
23.5,37.7,NW,35.0,54.0,26.0,1014.4,No
23.9,37.5,NE,39.0,48.0,23.0,1015.1,No
19.4,37.6,ENE,30.0,46.0,15.0,1015.2,No
20.5,37.5,N,35.0,48.0,16.0,1013.7,No
22.2,37.5,ENE,33.0,55.0,23.0,1014.7,No
22.3,38.2,SE,44.0,54.0,19.0,1014.7,No
20.4,38.1,ESE,50.0,70.0,15.0,1014.1,No
19.3,38.0,ENE,46.0,59.0,13.0,1013.6,No
22.0,38.6,W,43.0,57.0,17.0,1014.0,No
24.0,38.7,NNW,26.0,56.0,26.0,1013.9,No
25.8,38.8,WNW,31.0,66.0,30.0,1012.6,No
24.1,39.7,SE,37.0,55.0,23.0,1012.9,No
22.8,40.4,E,44.0,49.0,24.0,1012.7,No
23.9,40.4,ENE,33.0,52.0,17.0,1012.3,No
26.5,39.9,NW,33.0,42.0,25.0,1013.0,No
26.1,40.0,NNW,43.0,56.0,24.0,1012.3,No
25.3,38.9,ESE,46.0,64.0,32.0,1014.3,No
26.9,38.7,SE,50.0,57.0,30.0,1013.8,Yes
23.9,37.6,E,35.0,40.0,19.0,1015.2,No
21.4,37.4,ESE,46.0,38.0,11.0,1015.9,No
15.9,38.7,E,37.0,42.0,10.0,1014.8,No
20.9,39.0,E,43.0,57.0,12.0,1014.3,No
22.2,39.0,ESE,43.0,33.0,15.0,1015.5,No
23.6,37.9,E,46.0,55.0,20.0,1016.2,No
23.8,38.5,ESE,39.0,59.0,17.0,1015.8,No
22.4,38.6,ENE,41.0,53.0,16.0,1014.9,No
23.0,38.6,ESE,48.0,50.0,16.0,1014.8,No
22.6,38.3,ESE,43.0,43.0,14.0,1015.7,No
21.8,39.0,ESE,44.0,43.0,48.0,1014.7,No
,39.0,E,44.0,57.0,11.0,1013.1,No
23.5,40.5,E,48.0,62.0,12.0,1012.3,No
23.1,40.4,,,68.0,19.0,1013.0,No
24.2,41.4,E,41.0,50.0,19.0,1011.4,No
25.7,40.5,NNE,30.0,48.0,16.0,1011.2,No
24.6,40.9,NNE,33.0,49.0,22.0,1011.8,No
27.4,41.0,ESE,33.0,59.0,19.0,1013.6,No
28.0,40.4,S,81.0,60.0,26.0,1012.8,Yes
24.3,38.7,ENE,43.0,66.0,32.0,1013.2,Yes
20.9,35.8,S,61.0,78.0,38.0,1011.6,No
22.4,38.8,ENE,22.0,64.0,32.0,1013.3,No
25.6,39.2,E,33.0,63.0,31.0,1013.2,No
27.2,39.7,NNE,28.0,56.0,26.0,1012.4,No
27.7,37.4,ESE,48.0,59.0,39.0,1010.8,Yes
23.8,38.5,WSW,67.0,69.0,30.0,1011.2,No
26.7,39.1,E,35.0,61.0,49.0,1010.9,No
26.9,38.4,N,30.0,57.0,28.0,1012.2,No
24.3,38.5,WNW,30.0,68.0,32.0,1012.5,No
25.2,39.5,E,35.0,65.0,27.0,1011.5,No
25.1,39.8,E,37.0,63.0,31.0,1012.3,No
25.3,40.4,WNW,39.0,51.0,29.0,1012.7,No
25.9,40.6,ENE,35.0,53.0,21.0,1011.6,No
28.4,39.1,E,57.0,61.0,47.0,1010.4,No
25.5,36.5,SW,37.0,73.0,48.0,1009.9,Yes
23.1,36.5,E,48.0,78.0,48.0,1009.7,Yes
25.2,35.7,ESE,56.0,71.0,49.0,1009.1,No
25.3,36.9,N,35.0,66.0,44.0,1008.6,Yes
26.1,37.0,E,24.0,69.0,47.0,1010.1,No
25.3,38.0,NNW,7.0,74.0,42.0,1009.7,No
28.5,38.9,ENE,35.0,63.0,44.0,1010.0,No
26.8,37.8,NNE,59.0,56.0,44.0,1010.7,Yes
25.1,35.9,WNW,26.0,76.0,49.0,1010.6,No
26.5,38.1,WNW,35.0,74.0,46.0,1010.1,No
27.5,37.4,SSW,46.0,76.0,49.0,1010.2,No
27.7,39.9,NW,28.0,70.0,39.0,1009.2,No
27.5,40.0,NW,31.0,69.0,38.0,1008.6,No
25.0,39.2,SSE,26.0,77.0,43.0,1009.4,No
24.9,38.0,SSE,33.0,76.0,48.0,1010.5,Yes
23.0,36.0,E,59.0,85.0,42.0,1009.8,Yes
23.2,36.5,S,31.0,76.0,43.0,1009.6,Yes
